ID,Job_Title,Salary_Estimate,FIELD4,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
510,"Sr. Data Engineer (ETL Developer)","$83K-$148K (Glassdoor est.)",NULL,3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA","201 - 500",-1,"Subsidiary or Business Segment","Insurance Carriers",Insurance,"$100 to $500 million (USD)",-1,0,0,83,148,115.5,F&G,IA,-1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"data engineer",sr,na
512,"Senior Data Scientist Artificial Intelligence","$60K-$101K (Glassdoor est.)",NULL,3.8,"PNNL
3.8","Richland, WA","Richland, WA","1001 - 5000",1965,Government,Energy,"Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"data scientist",sr,M
516,"Analytics - Business Assurance Data Analyst","$31K-$55K (Glassdoor est.)",NULL,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA","501 - 1000",1992,"Company - Private",Lending,Finance,"$100 to $500 million (USD)",-1,0,0,31,55,43.0,"GreatAmerica Financial Services",IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
517,"Associate Director/Director, Safety Scientist","$102K-$178K (Glassdoor est.)",NULL,4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA","201 - 500",2003,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",-1,0,0,102,178,140.0,"Acceleron Pharma",MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,na,P
518,"Senior Scientist, Cell Pharmacology/Assay Development","Employer Provided Salary:$110K-$130K",NULL,-1.0,"Kronos Bio","Cambridge, MA","San Mateo, CA",unknown,-1,"Company - Private",-1,-1,"Unknown / Non-Applicable",-1,0,1,110,130,120.0,"Kronos Bi",MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
519,"Data Analyst Senior","$48K-$85K (Glassdoor est.)",NULL,3.0,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA","5001 - 10000",1983,"Company - Private","Insurance Carriers",Insurance,"$5 to $10 billion (USD)","UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,"AmeriHealth Caritas",PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M
520,"Lead Data Engineer (Python)","$66K-$123K (Glassdoor est.)",NULL,4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA","51 - 200",2006,"Company - Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)",-1,0,0,66,123,94.5,"Strategic Employment Partners",CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
521,"Senior Data Scientist 4 Artificial Intelligence","$92K-$146K (Glassdoor est.)",NULL,3.8,"PNNL
3.8","Seattle, WA","Richland, WA","1001 - 5000",1965,Government,Energy,"Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119.0,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"data scientist",sr,M
522,"Medical Lab Scientist - MLT","$21-$29 Per Hour(Glassdoor est.)",NULL,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+,1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$10+ billion (USD)","Dignity Health, Trinity Health",1,0,43,60,51.5,"Catholic Health Initiatives",NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",na,na
523,"Senior Operations Data Analyst, Call Center Operations","$10-$17 Per Hour(Glassdoor est.)",NULL,2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA","5001 - 10000",2000,"Company - Public","Financial Transaction Processing",Finance,"$2 to $5 billion (USD)",-1,1,0,20,35,27.5,FLEETCOR,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
524,"Director II, Data Science - GRS Predictive Analytics","$150K-$239K (Glassdoor est.)",NULL,3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+,1912,"Company - Private","Insurance Carriers",Insurance,"$10+ billion (USD)","Travelers, Allstate, State Farm",0,0,150,239,194.5,"Liberty Mutual Insurance",IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"data scientist",na,P
525,"RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT","$52K-$91K (Glassdoor est.)",NULL,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX","1001 - 5000",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,"Southwest Research Institute",TX,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,na
526,"Geospatial Software Developer and Data Scientist","$82K-$129K(Employer est.)",NULL,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX","501 - 1000",-1,"College / University","Colleges & Universities",Education,"Unknown / Non-Applicable",-1,0,0,82,129,105.5,"Applied Research Laboratories",TX,-1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,"data scientist",na,na
528,"Senior Scientist - Toxicologist - Product Integrity (Stewardship)","$47K-$101K (Glassdoor est.)",NULL,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC","5001 - 10000",1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,"$10+ billion (USD)",-1,0,0,47,101,74.0,"Reynolds American",NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
530,"Systems Engineer II - Data Analyst","$49K-$76K (Glassdoor est.)",NULL,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+,1922,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)",-1,0,0,49,76,62.5,Raytheon,AL,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
532,"Senior Research Analytical Scientist-Non-Targeted Analysis","$43K-$88K (Glassdoor est.)",NULL,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC","1001 - 5000",1958,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,"RTI International",NC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
533,"Director Data Science","$124K-$199K (Glassdoor est.)",NULL,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ","1001 - 5000",1989,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",-1,0,0,124,199,161.5,TRANZACT,NJ,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"data scientist",na,na
534,"Sr Data Analyst - IT","$52K-$93K (Glassdoor est.)",NULL,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA","1001 - 5000",2003,"Other Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)","Covance, ICON",0,0,52,93,72.5,"United BioSource",PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
535,"Senior Data Engineer","$97K-$181K (Glassdoor est.)",NULL,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA","51 - 200",2008,"Company - Public","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)",-1,0,0,97,181,139.0,"Figure Eight",CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
537,"Senior Data Engineer","$100K-$173K (Glassdoor est.)",NULL,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA","201 - 500",2007,"Company - Private",Internet,"Information Technology","$10 to $25 million (USD)","FLURRY, Chartboost",0,0,100,173,136.5,Tapjoy,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",sr,na
538,"Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad","$53K-$96K (Glassdoor est.)",NULL,3.8,"Fareportal
3.8","New York, NY","New York, NY","1001 - 5000",2002,"Company - Private","Travel Agencies","Travel & Tourism","$2 to $5 billion (USD)","Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,Fareportal,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
539,"Senior Scientist - Biostatistician","$65K-$96K (Glassdoor est.)",NULL,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC","5001 - 10000",1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,"$10+ billion (USD)",-1,0,0,65,96,80.5,"Reynolds American",NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,M
540,"Data Scientist","$56K-$95K (Glassdoor est.)",NULL,3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany","5001 - 10000",1870,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $2 billion (USD)",-1,0,0,56,95,75.5,Sartorius,NM,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,M
541,"Data Scientist","$111K-$176K (Glassdoor est.)",NULL,4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO","51 - 200",2016,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Slalom, Daugherty Business Solutions",0,0,111,176,143.5,1904labs,MO,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"data scientist",na,na
542,"Data Scientist","$75K-$127K (Glassdoor est.)",NULL,5.0,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA","51 - 200",2014,"Company - Private","Aerospace & Defense","Aerospace & Defense","$10 to $25 million (USD)",-1,0,0,75,127,101.0,"Royce Geospatial",VA,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
543,"Data Engineer","$65K-$119K (Glassdoor est.)",NULL,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA","5001 - 10000",1851,"Company - Private","Insurance Carriers",Insurance,"$10+ billion (USD)",-1,0,0,65,119,92.0,MassMutual,MA,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,na
544,"Computational Chemist/Data Scientist","$56K-$97K (Glassdoor est.)",NULL,3.8,"PNNL
3.8","Richland, WA","Richland, WA","1001 - 5000",1965,Government,Energy,"Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,PNNL,WA,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,P
545,"Principal Data Scientist (Computational Chemistry)","$108K-$173K (Glassdoor est.)",NULL,4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City, UT","Salt Lake City, UT","51 - 200",2013,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $5 million (USD)",-1,0,0,108,173,140.5,"Recursion Pharmaceuticals",UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,"data scientist",sr,na
546,"Data Scientist","$94K-$139K (Glassdoor est.)",NULL,3.6,"Citi
3.6","Jersey City, NJ","New York, NY",10000+,1812,"Company - Public","Investment Banking & Asset Management",Finance,"$10+ billion (USD)",-1,0,0,94,139,116.5,Citi,NJ,209,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
548,"Principal Machine Learning Scientist","$176K-$289K (Glassdoor est.)",NULL,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA","501 - 1000",1999,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable",-1,0,0,176,289,232.5,"Sage Intacct",CA,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"machine learning engineer",sr,P
549,"Data Scientist","$92K-$149K (Glassdoor est.)",NULL,3.5,"Scale AI
3.5","San Francisco, CA","San Francisco, CA","51 - 200",2016,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",-1,0,0,92,149,120.5,"Scale AI",CA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,P
550,"Product Engineer – Data Science","$63K-$101K (Glassdoor est.)",NULL,3.5,"Esri
3.5","Arlington, VA","Redlands, CA","1001 - 5000",1969,"Company - Private","Computer Hardware & Software","Information Technology","$1 to $2 billion (USD)","Pitney Bowes",0,0,63,101,82.0,Esri,VA,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,M
552,"Principal Scientist, Chemistry & Immunology","$54K-$115K (Glassdoor est.)",NULL,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,"Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",-1,0,0,54,115,84.5,"Rochester Regional Health",NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
554,"Data Scientist","$118K-$188K (Glassdoor est.)",NULL,2.7,"Change Healthcare
2.7","Emeryville, CA","Nashville, TN",10000+,2007,"Company - Public","IT Services","Information Technology","Unknown / Non-Applicable",-1,0,0,118,188,153.0,"Change Healthcare",CA,14,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,"data scientist",na,P
555,"Data Scientist","$108K-$146K (Glassdoor est.)",NULL,3.4,"MZ
3.4","Palo Alto, CA","Palo Alto, CA","501 - 1000",2008,"Company - Private",Internet,"Information Technology","Unknown / Non-Applicable",-1,0,0,108,146,127.0,MZ,CA,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"data scientist",na,M
556,"Data Scientist","$65K-$106K (Glassdoor est.)",NULL,4.7,"HG Insights
4.7","Santa Barbara, CA","Santa Barbara, CA","51 - 200",2010,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable",-1,0,0,65,106,85.5,"HG Insights",CA,11,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,"data scientist",na,P
557,"Data Scientist","$55K-$98K (Glassdoor est.)",NULL,2.8,"1-800-FLOWERS.COM, Inc.
2.8","Carle Place, NY","Carle Place, NY","1001 - 5000",1976,"Company - Public",Wholesale,"Business Services","$1 to $2 billion (USD)",-1,0,0,55,98,76.5,"1-800-FLOWERS.COM, Inc.",NY,45,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"data scientist",na,na
558,"Data Scientist","$94K-$162K (Glassdoor est.)",NULL,3.5,"CBS Interactive
3.5","New York, NY","San Francisco, CA","1001 - 5000",1992,"Subsidiary or Business Segment","TV Broadcast & Cable Networks",Media,"$500 million to $1 billion (USD)","NBCUniversal, Comcast, Netflix",0,0,94,162,128.0,"CBS Interactive",NY,29,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,"data scientist",na,na
560,"Data Engineer","$63K-$120K (Glassdoor est.)",NULL,3.2,"Numeric, LLC
3.2","King of Prussia, PA","Chadds Ford, PA",Jan-50,-1,"Company - Private","Staffing & Outsourcing","Business Services","$5 to $10 million (USD)",-1,0,0,63,120,91.5,"Numeric, LLC",PA,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"data engineer",na,na
561,"Scientist/Senior Scientist, Autoimmune","$90K-$179K (Glassdoor est.)",NULL,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA","201 - 500",2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)",-1,0,0,90,179,134.5,"Rubius Therapeutics",MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
562,"Data Scientist","$127K-$202K (Glassdoor est.)",NULL,3.3,"Samba TV
3.3","San Francisco, CA","San Francisco, CA","201 - 500",2008,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",-1,0,0,127,202,164.5,"Samba TV",CA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
563,"Software Engineer - Data Visualization","$60K-$127K (Glassdoor est.)",NULL,4.0,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD","51 - 200",2002,"Company - Private","Computer Hardware & Software","Information Technology","$5 to $10 million (USD)",-1,0,0,60,127,93.5,ClearEdge,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,M
565,"Market Data Analyst","$31K-$57K (Glassdoor est.)",NULL,3.4,"SV Microwave
3.4","West Palm Beach, FL","West Palm Beach, FL","201 - 500",1991,"Company - Public","Telecommunications Manufacturing",Telecommunications,"$50 to $100 million (USD)",-1,0,0,31,57,44.0,"SV Microwave",FL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
566,"Staff Data Engineer","$105K-$194K (Glassdoor est.)",NULL,3.8,"Sumo Logic
3.8","Austin, TX","Redwood City, CA","501 - 1000",2010,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Splunk, Datadog, Elastic",0,0,105,194,149.5,"Sumo Logic",TX,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
567,"Associate Data Engineer","$45K-$86K (Glassdoor est.)",NULL,3.5,"EAB
3.5","Washington, DC","Washington, DC","1001 - 5000",2007,"Company - Private","Research & Development","Business Services","Unknown / Non-Applicable",-1,0,0,45,86,65.5,EAB,DC,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
568,"Data Engineer","$75K-$143K (Glassdoor est.)",NULL,4.4,"SpringML
4.4","Herndon, VA","Pleasanton, CA",Jan-50,2015,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",-1,0,0,75,143,109.0,SpringML,VA,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"data engineer",na,na
570,"Staff Data Engineer","$126K-$228K (Glassdoor est.)",NULL,3.7,"Samsung Research America
3.7","Mountain View, CA","Mountain View, CA","1001 - 5000",1988,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","$50 to $100 million (USD)","Sony, LG Electronics, Nokia",0,0,126,228,177.0,"Samsung Research America",CA,33,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,"data engineer",na,P
572,"Data Scientist","$80K-$134K (Glassdoor est.)",NULL,4.7,"Systems & Technology Research
4.7","Arlington, VA","Woburn, MA","201 - 500",2010,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)",-1,0,0,80,134,107.0,"Systems & Technology Research",VA,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,"data scientist",na,P
573,"Data Scientist","$120K-$189K (Glassdoor est.)",NULL,4.1,"Netskope
4.1","Santa Clara, CA","Santa Clara, CA","501 - 1000",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,Netskope,CA,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"data scientist",na,P
575,"Data Scientist","$85K-$142K (Glassdoor est.)",NULL,4.0,"Lorven Technologies Inc
4.0","Santa Clara, CA","Plainsboro, NJ",Jan-50,-1,"Company - Private",Accounting,"Accounting & Legal","Less than $1 million (USD)",-1,0,0,85,142,113.5,"Lorven Technologies Inc",CA,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
576,"Senior Data Scientist","$95K-$154K (Glassdoor est.)",NULL,3.5,"Brighthouse Financial
3.5","Charlotte, NC","Charlotte, NC","1001 - 5000",2017,"Company - Public","Insurance Carriers",Insurance,"Unknown / Non-Applicable",-1,0,0,95,154,124.5,"Brighthouse Financial",NC,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,M
577,"Data Scientist","$111K-$176K (Glassdoor est.)",NULL,2.5,"CareDx
2.5","Brisbane, CA","Brisbane, CA",Jan-50,-1,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",Sequenom,0,0,111,176,143.5,CareDx,CA,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,P
578,"Data Scientist","$87K-$140K (Glassdoor est.)",NULL,3.9,"Serigor Inc.
3.9","San Francisco, CA","Baltimore, MD",Jan-50,-1,"Company - Private","IT Services","Information Technology","Less than $1 million (USD)",-1,0,0,87,140,113.5,"Serigor Inc.",CA,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,M
579,"Data Scientist","$76K-$127K (Glassdoor est.)",NULL,3.4,"Leidos
3.4","Springfield, VA","Reston, VA",10000+,1969,"Company - Public","Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)",-1,0,0,76,127,101.5,Leidos,VA,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"data scientist",na,M
580,"Data Analyst, Performance Partnership","$54K-$92K (Glassdoor est.)",NULL,3.6,"Beckman Coulter Diagnostics
3.6","New York, NY","Brea, CA",10000+,1935,"Subsidiary or Business Segment","Health Care Products Manufacturing",Manufacturing,"$2 to $5 billion (USD)","Abbott Laboratories, Roche, Thermo Fisher Scientific",0,0,54,92,73.0,"Beckman Coulter Diagnostics",NY,86,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
582,"Data Scientist","$61K-$100K (Glassdoor est.)",NULL,3.5,"IHS Markit
3.5","New York, NY","London, United Kingdom",10000+,2016,"Company - Public",Consulting,"Business Services","$2 to $5 billion (USD)","Thomson Reuters, International Data Group",0,0,61,100,80.5,"IHS Markit",NY,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,M
583,"Data Scientist","$81K-$140K (Glassdoor est.)",NULL,-1.0,ALIN,"New York, NY","Noida, India",unknown,-1,"Company - Private",-1,-1,"Unknown / Non-Applicable",-1,0,0,81,140,110.5,ALI,NY,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"data scientist",na,M
585,"Staff BI and Data Engineer","$80K-$148K (Glassdoor est.)",NULL,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY","51 - 200",1998,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable","Commerce Signals, Cardlytics, Yodlee",0,0,80,148,114.0,"Affinity Solutions",CA,23,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"data engineer",na,M
586,"Data Scientist","$108K-$171K (Glassdoor est.)",NULL,3.5,"e-IT Professionals Corp.
3.5","Foster City, CA","Canton, MI","51 - 200",-1,"Company - Private","Health, Beauty, & Fitness","Consumer Services","$5 to $10 million (USD)",-1,0,0,108,171,139.5,"e-IT Professionals Corp.",CA,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
587,"Data Scientist","$112K-$179K (Glassdoor est.)",NULL,4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ",Jan-50,2011,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",-1,0,0,112,179,145.5,TechProjects,NY,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"data scientist",na,na
588,"Data Scientist","$63K-$111K (Glassdoor est.)",NULL,4.0,"Biz2Credit Inc
4.0","New York, NY","New York, NY","201 - 500",2007,"Company - Private",Lending,Finance,"$100 to $500 million (USD)","Fundera, Bond Street, OnDeck",0,0,63,111,87.0,"Biz2Credit Inc",NY,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,na
589,"Data Scientist","$75K-$126K (Glassdoor est.)",NULL,4.2,"PeoplesBank
4.2","Holyoke, MA","Holyoke, MA","201 - 500",1885,"Company - Private","Banks & Credit Unions",Finance,"$50 to $100 million (USD)",-1,0,0,75,126,100.5,PeoplesBank,MA,136,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",na,M
590,"Data Scientist Manager","$110K-$184K (Glassdoor est.)",NULL,3.8,"Capgemini
3.8","New York, NY","Paris, France",10000+,1967,"Company - Public","Enterprise Software & Network Solutions","Information Technology","$10+ billion (USD)","Accenture, CGI, Sopra Steria",0,0,110,184,147.0,Capgemini,NY,54,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,"data scientist",na,M
591,"Data Engineer","$76K-$145K (Glassdoor est.)",NULL,3.7,"GNY Insurance Companies
3.7","New York, NY","New York, NY","201 - 500",1914,"Company - Private","Insurance Carriers",Insurance,"$100 to $500 million (USD)","Travelers, Chubb, Crum & Forster",0,0,76,145,110.5,"GNY Insurance Companies",NY,107,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
594,"Marketing Data Analyst","$36K-$62K (Glassdoor est.)",NULL,3.9,"Citadel Federal Credit Union
3.9","Exton, PA","Exton, PA","501 - 1000",1937,"Nonprofit Organization","Banks & Credit Unions",Finance,"Unknown / Non-Applicable","TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,36,62,49.0,"Citadel Federal Credit Union",PA,84,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
595,"Data Scientist","$70K-$118K (Glassdoor est.)",NULL,4.6,"Conch Technologies, Inc
4.6","Waltham, MA","Memphis, TN","51 - 200",-1,"Company - Private",Consulting,"Business Services","$5 to $10 million (USD)",-1,0,0,70,118,94.0,"Conch Technologies, Inc",MA,-1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,"data scientist",na,M
597,"Senior Data Scientist","$94K-$153K (Glassdoor est.)",NULL,4.3,"Medidata Solutions
4.3","New York, NY","New York, NY","1001 - 5000",1999,"Company - Public","Enterprise Software & Network Solutions","Information Technology","$500 million to $1 billion (USD)",Oracle,0,0,94,153,123.5,"Medidata Solutions",NY,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"data scientist",sr,M
599,"Principal Scientist, Hematology","$54K-$115K (Glassdoor est.)",NULL,3.3,"Rochester Regional Health
3.3","Rochester, NY","Rochester, NY",10000+,2014,Hospital,"Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)",-1,0,0,54,115,84.5,"Rochester Regional Health",NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"other scientist",sr,P
600,"Data Analyst","$50K-$92K (Glassdoor est.)",NULL,3.7,"CALIBRE Systems
3.7","Alexandria, VA","Alexandria, VA","501 - 1000",1989,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","CSC, Booz Allen Hamilton, ManTech",0,0,50,92,71.0,"CALIBRE Systems",VA,32,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
601,"Software Data Engineer - College","$49K-$97K (Glassdoor est.)",NULL,4.0,"HP Inc.
4.0","Corvallis, OR","Palo Alto, CA",10000+,1939,"Company - Public","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable",-1,0,0,49,97,73.0,"HP Inc.",OR,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"data engineer",na,M
